,bhk,type,area,region,status,age,price_in_lakh,price_per_sqft
1211,2,Apartment,554,Mira Road East,Under Construction,New,80.35,14503.610108303248
1212,2,Apartment,544,Mira Road East,Under Construction,New,78.45,14420.95588235294
1213,2,Apartment,558,Mira Road East,Under Construction,New,82.1,14713.261648745518
1214,1,Apartment,377,Mira Road East,Under Construction,New,61.2,16233.42175066313
1215,2,Apartment,566,Mira Road East,Under Construction,New,84.5,14929.328621908127
1219,2,Apartment,850,Bhayandar East,Under Construction,New,109.00000000000001,12823.529411764708
1220,1,Apartment,539,Mira Road East,Under Construction,New,58.0,10760.667903525047
1223,1,Apartment,539,Mira Road East,Under Construction,New,58.0,10760.667903525047
1226,1,Apartment,575,Mira Road East,Ready to move,Resale,67.0,11652.173913043478
1227,2,Apartment,816,Mira Road East,Ready to move,Resale,92.0,11274.509803921568
1228,3,Apartment,1144,Mira Road East,Ready to move,New,152.0,13286.713286713286
1229,1,Apartment,451,Mira Road East,Under Construction,New,64.88,14385.809312638581
1230,3,Apartment,902,Mira Road East,Under Construction,New,129.0,14301.552106430156
1231,2,Apartment,687,Mira Road East,Under Construction,New,98.85,14388.646288209608
1232,2,Apartment,590,Mira Road East,Under Construction,New,84.97,14401.694915254237
1233,2,Apartment,615,Mira Road East,Under Construction,New,88.56,14400.0
1235,1,Apartment,443,Girgaon,Ready to move,New,135.0,30474.040632054177
1236,2,Apartment,840,Thane West,Ready to move,Resale,100.0,11904.761904761905
1237,2,Apartment,790,Thane West,Ready to move,Resale,119.0,15063.291139240506
1238,2,Apartment,680,Thane West,Ready to move,Resale,88.0,12941.176470588236
1239,2,Apartment,760,Thane West,Ready to move,Resale,105.0,13815.78947368421
1240,2,Apartment,760,Thane West,Ready to move,Resale,104.0,13684.21052631579
1244,2,Apartment,680,Thane West,Ready to move,Resale,165.0,24264.70588235294
1245,2,Apartment,698,Thane West,Ready to move,Resale,84.0,12034.383954154728
1246,2,Apartment,850,Thane West,Ready to move,Resale,114.99999999999999,13529.411764705881
1247,3,Apartment,1070,Thane West,Ready to move,Resale,140.0,13084.11214953271
1249,2,Apartment,890,Malad West,Ready to move,Resale,175.0,19662.921348314605
1251,2,Apartment,830,Kanjurmarg,Ready to move,Resale,242.0,29156.626506024095
1257,2,Apartment,680,Mira Road East,Under Construction,New,81.0,11911.764705882353
1258,3,Apartment,1093,Byculla,Under Construction,New,330.0,30192.13174748399
1259,3,Apartment,1320,Chembur,Under Construction,New,335.0,25378.78787878788
1260,2,Apartment,750,Thane West,Ready to move,Resale,90.0,12000.0
1262,2,Apartment,810,Thane West,Ready to move,Resale,120.0,14814.814814814816
1272,2,Apartment,750,Mira Road East,Ready to move,Resale,88.0,11733.333333333334
1273,2,Apartment,780,Mira Road East,Ready to move,Resale,114.99999999999999,14743.58974358974
1274,2,Apartment,900,Mira Road East,Ready to move,New,98.6,10955.555555555555
1275,2,Apartment,650,Dahisar,Under Construction,New,100.0,15384.615384615385
1279,3,Apartment,1275,Kandivali East,Ready to move,Resale,250.99999999999997,19686.27450980392
1280,3,Apartment,1275,Kandivali East,Under Construction,New,250.99999999999997,19686.27450980392
1281,3,Apartment,1275,Kandivali East,Under Construction,New,250.99999999999997,19686.27450980392
1282,3,Apartment,1275,Kandivali East,Ready to move,Resale,250.99999999999997,19686.27450980392
1285,2,Apartment,750,Mira Road East,Under Construction,New,77.55,10340.0
1287,1,Apartment,550,Mira Road East,Ready to move,Resale,70.0,12727.272727272728
1288,3,Apartment,1450,Vashi,Ready to move,Resale,175.0,12068.965517241379
1289,3,Apartment,1275,Kandivali East,Ready to move,Resale,250.99999999999997,19686.27450980392
1290,3,Apartment,1275,Kandivali East,Ready to move,Resale,250.99999999999997,19686.27450980392
1291,1,Apartment,525,Mira Road East,Under Construction,New,54.99,10474.285714285714
1293,3,Apartment,1275,Kandivali East,Under Construction,New,250.99999999999997,19686.27450980392
1295,1,Apartment,520,Kandivali East,Ready to move,New,78.0,15000.0
1296,1,Apartment,520,Kandivali East,Under Construction,New,78.0,15000.0
1297,1,Apartment,520,Kandivali East,Under Construction,New,78.0,15000.0
1298,2,Apartment,890,Kandivali East,Ready to move,Resale,210.0,23595.505617977527
1299,2,Apartment,890,Kandivali East,Under Construction,New,210.0,23595.505617977527
1300,2,Apartment,890,Kandivali East,Under Construction,New,210.0,23595.505617977527
1301,2,Apartment,890,Kandivali East,Under Construction,New,210.0,23595.505617977527
1302,2,Apartment,850,Mira Road East,Under Construction,New,81.0,9529.411764705883
1306,2,Apartment,750,Malad West,Under Construction,New,170.0,22666.666666666668
1307,2,Apartment,800,Malad West,Ready to move,Resale,185.0,23125.0
1308,1,Apartment,560,Mira Road East,Ready to move,Resale,67.0,11964.285714285714
1309,1,Apartment,500,Lower Parel,Ready to move,Resale,140.0,28000.0
1312,1,Apartment,495,Mira Road East,Ready to move,Resale,53.0,10707.070707070707
1316,3,Villa,1300,Vasai,Ready to move,New,160.0,12307.692307692309
1317,2,Apartment,830,Kanjurmarg,Ready to move,Resale,242.0,29156.626506024095
1318,3,Apartment,1315,Wadala,Ready to move,Resale,280.0,21292.77566539924
1319,3,Apartment,1255,Wadala,Ready to move,Resale,275.0,21912.350597609562
1320,3,Apartment,1315,Wadala,Ready to move,Resale,310.0,23574.144486692014
1322,1,Apartment,575,Parel,Ready to move,Resale,114.99999999999999,19999.999999999996
1327,2,Apartment,830,Kanjurmarg,Ready to move,Resale,242.0,29156.626506024095
1331,1,Apartment,500,Lower Parel,Ready to move,Resale,144.0,28800.0
1334,3,Apartment,1340,Vasai,Ready to move,Resale,100.0,7462.686567164179
1335,2,Apartment,800,Bhandup West,Ready to move,Resale,135.0,16875.0
1336,2,Apartment,700,Thane West,Ready to move,Resale,82.0,11714.285714285714
1337,2,Apartment,675,Bhandup West,Ready to move,Resale,130.0,19259.25925925926
1338,2,Apartment,814,Bhandup West,Ready to move,Resale,145.0,17813.267813267812
1339,2,Apartment,800,Bhandup West,Ready to move,Resale,185.0,23125.0
1340,2,Apartment,571,Kanjurmarg,Under Construction,New,170.0,29772.3292469352
1341,2,Apartment,571,Kanjurmarg,Under Construction,New,170.0,29772.3292469352
1342,1,Apartment,401,Kanjurmarg,Under Construction,New,119.0,29675.81047381546
1343,1,Apartment,401,Kanjurmarg,Under Construction,New,119.0,29675.81047381546
1346,1,Studio Apartment,450,Ghatkopar West,Ready to move,Resale,73.0,16222.222222222223
1353,1,Apartment,580,Mira Road East,Ready to move,Resale,53.0,9137.931034482759
1356,1,Apartment,450,Mira Road East,Ready to move,Resale,55.0,12222.222222222223
1357,1,Apartment,560,Mira Road East,Ready to move,Resale,56.0,10000.0
1359,2,Apartment,780,Mira Road East,Under Construction,New,114.99999999999999,14743.58974358974
1368,1,Apartment,550,Mira Road East,Ready to move,Resale,45.0,8181.818181818182
1375,1,Apartment,580,Mira Road East,Ready to move,Resale,65.0,11206.896551724138
1377,1,Apartment,560,Mira Road East,Under Construction,New,50.0,8928.57142857143
1381,1,Apartment,525,Mira Road East,Ready to move,Resale,52.0,9904.761904761905
1396,1,Apartment,495,Mira Road East,Ready to move,Resale,54.0,10909.09090909091
1401,3,Apartment,1250,Vasai,Ready to move,Resale,120.0,9600.0
1402,3,Apartment,1255,Ghatkopar East,Ready to move,New,220.00000000000003,17529.880478087653
1403,3,Apartment,1060,Thane West,Ready to move,Resale,129.0,12169.811320754718
1405,3,Apartment,1255,Ghatkopar East,Ready to move,New,219.0,17450.19920318725
1406,3,Apartment,1255,Ghatkopar East,Ready to move,New,220.00000000000003,17529.880478087653
1407,3,Apartment,1255,Ghatkopar East,Ready to move,New,219.0,17450.19920318725
1408,3,Apartment,1255,Ghatkopar East,Ready to move,New,218.00000000000003,17370.517928286856
1409,3,Apartment,1255,Ghatkopar East,Ready to move,New,219.0,17450.19920318725
1410,3,Apartment,1255,Ghatkopar East,Ready to move,New,218.00000000000003,17370.517928286856
1411,3,Apartment,1255,Ghatkopar East,Ready to move,New,219.0,17450.19920318725
1425,2,Apartment,850,Goregaon East,Ready to move,Resale,160.0,18823.529411764706
1428,2,Apartment,850,Malad East,Under Construction,New,163.0,19176.470588235294
1430,2,Apartment,850,Malad West,Ready to move,Resale,175.0,20588.235294117647
1435,1,Studio Apartment,545,Wadala,Ready to move,Resale,95.0,17431.19266055046
1438,1,Apartment,436,Bhiwandi,Under Construction,New,42.03,9639.908256880733
1440,1,Apartment,435,Bhiwandi,Under Construction,New,42.03,9662.068965517241
1441,2,Apartment,631,Bhiwandi,Under Construction,New,63.78,10107.765451664025
1444,1,Apartment,430,Bhiwandi,Under Construction,New,41.5,9651.162790697674
1445,1,Apartment,431,Bhiwandi,Under Construction,New,41.5,9628.77030162413
1446,2,Apartment,650,Kandivali East,Under Construction,New,113.99999999999999,17538.461538461535
1447,1,Apartment,400,Bhandup West,Under Construction,New,99.0,24750.0
1448,2,Apartment,600,Bhandup West,Under Construction,New,148.0,24666.666666666668
1449,1,Apartment,400,Bhandup West,Under Construction,New,99.0,24750.0
1450,2,Apartment,600,Bhandup West,Under Construction,New,148.0,24666.666666666668
1451,2,Apartment,673,Andheri West,Under Construction,New,219.0,32540.861812778603
1452,2,Apartment,673,Andheri West,Under Construction,New,219.0,32540.861812778603
1453,3,Apartment,1060,Andheri West,Under Construction,New,320.0,30188.67924528302
1454,3,Apartment,1060,Andheri West,Under Construction,New,320.0,30188.67924528302
1455,1,Apartment,415,Andheri West,Under Construction,New,119.0,28674.698795180724
1456,1,Apartment,415,Andheri West,Under Construction,New,119.0,28674.698795180724
1457,3,Apartment,901,Andheri East,Under Construction,New,289.0,32075.471698113208
1458,3,Apartment,901,Andheri East,Under Construction,New,289.0,32075.471698113208
1459,3,Apartment,1011,Andheri East,Under Construction,New,319.0,31552.91790306627
1460,3,Apartment,1011,Andheri East,Under Construction,New,319.0,31552.91790306627
1461,3,Apartment,910,Andheri East,Under Construction,New,290.0,31868.13186813187
1462,3,Apartment,910,Andheri East,Under Construction,New,290.0,31868.13186813187
1463,2,Apartment,776,Andheri East,Under Construction,New,221.0,28479.381443298967
1464,2,Apartment,776,Andheri East,Under Construction,New,221.0,28479.381443298967
1465,3,Apartment,899,Andheri East,Under Construction,New,285.0,31701.890989988875
1466,3,Apartment,899,Andheri East,Under Construction,New,285.0,31701.890989988875
1467,2,Apartment,850,Thane West,Ready to move,Resale,90.0,10588.235294117647
1470,2,Apartment,820,Thane West,Under Construction,New,120.0,14634.146341463415
1473,2,Apartment,650,Mira Road East,Ready to move,Resale,62.0,9538.461538461539
1474,2,Apartment,775,Bhandup West,Ready to move,Resale,150.0,19354.83870967742
1481,1,Apartment,550,Mira Road East,Under Construction,Resale,42.9,7800.0
1483,2,Apartment,850,Mira Road East,Ready to move,Resale,90.0,10588.235294117647
1484,1,Apartment,580,Mira Road East,Ready to move,Resale,52.0,8965.51724137931
1486,4,Apartment,1950,Thane West,Ready to move,Resale,300.0,15384.615384615385
1487,4,Apartment,1950,Thane West,Ready to move,Resale,290.0,14871.794871794871
1488,2,Apartment,810,Thane West,Ready to move,Resale,105.0,12962.962962962964
1495,2,Apartment,800,Thane West,Ready to move,Resale,90.0,11250.0
1505,3,Apartment,1450,Thane West,Ready to move,Resale,190.0,13103.448275862069
1506,3,Apartment,1250,Thane West,Ready to move,Resale,175.0,14000.0
1510,1,Apartment,470,Mira Road East,Ready to move,Resale,46.0,9787.234042553191
1512,2,Apartment,721,Chembur,Under Construction,New,162.0,22468.79334257975
1513,2,Apartment,721,Chembur,Under Construction,New,162.0,22468.79334257975
1514,2,Apartment,645,Chembur,Under Construction,New,145.0,22480.62015503876
1515,2,Apartment,645,Chembur,Under Construction,New,145.0,22480.62015503876
1516,2,Apartment,668,Chembur,Under Construction,New,150.0,22455.08982035928
1517,2,Apartment,668,Chembur,Under Construction,New,150.0,22455.08982035928
1518,2,Apartment,800,Thane West,Ready to move,New,105.0,13125.0
1519,3,Apartment,1300,Thane West,Ready to move,New,250.0,19230.76923076923
1525,3,Apartment,836,Kharghar,Ready to move,New,294.0,35167.46411483254
1526,3,Apartment,836,Kharghar,Ready to move,New,294.0,35167.46411483254
1527,2,Apartment,546,Kharghar,Ready to move,New,180.0,32967.03296703297
1528,2,Apartment,546,Kharghar,Ready to move,New,180.0,32967.03296703297
1538,2,Apartment,800,Thane West,Ready to move,Resale,78.0,9750.0
1543,1,Apartment,594,Kandivali East,Ready to move,New,112.99999999999999,19023.56902356902
1553,4,Apartment,1593,Panvel,Ready to move,New,323.0,20276.208411801632
1554,2,Apartment,638,Panvel,Ready to move,New,115.99999999999999,18181.81818181818
1555,2,Apartment,643,Panvel,Ready to move,New,120.0,18662.519440124415
1556,4,Apartment,1593,Panvel,Ready to move,New,323.0,20276.208411801632
1557,2,Apartment,643,Panvel,Ready to move,New,120.0,18662.519440124415
1558,3,Apartment,1115,Panvel,Ready to move,New,220.00000000000003,19730.94170403588
1559,3,Apartment,1115,Panvel,Ready to move,New,220.00000000000003,19730.94170403588
1560,3,Apartment,1153,Panvel,Ready to move,New,225.0,19514.310494362533
1561,3,Apartment,1153,Panvel,Ready to move,New,225.0,19514.310494362533
1564,3,Apartment,993,Panvel,Ready to move,New,210.0,21148.036253776434
1565,3,Apartment,993,Panvel,Ready to move,New,210.0,21148.036253776434
1566,2,Apartment,661,Panvel,Ready to move,New,130.0,19667.170953101362
1567,2,Apartment,661,Panvel,Ready to move,New,130.0,19667.170953101362
1568,3,Apartment,1013,Panvel,Ready to move,New,215.0,21224.086870681145
1569,3,Apartment,1013,Panvel,Ready to move,New,215.0,21224.086870681145
1570,4,Apartment,1605,Panvel,Ready to move,New,323.0,20124.610591900313
1571,4,Apartment,1605,Panvel,Ready to move,New,323.0,20124.610591900313
1573,3,Apartment,1153,Panvel,Ready to move,New,225.0,19514.310494362533
1574,3,Apartment,1153,Panvel,Ready to move,New,225.0,19514.310494362533
1577,3,Apartment,993,Panvel,Ready to move,New,210.0,21148.036253776434
1578,3,Apartment,993,Panvel,Ready to move,New,210.0,21148.036253776434
1579,2,Apartment,661,Panvel,Ready to move,New,130.0,19667.170953101362
1580,2,Apartment,661,Panvel,Ready to move,New,130.0,19667.170953101362
1581,3,Apartment,1013,Panvel,Ready to move,New,215.0,21224.086870681145
1582,3,Apartment,1013,Panvel,Ready to move,New,215.0,21224.086870681145
1583,4,Apartment,1605,Panvel,Ready to move,New,323.0,20124.610591900313
1584,4,Apartment,1605,Panvel,Ready to move,New,323.0,20124.610591900313
1588,2,Apartment,505,Thane West,Under Construction,New,83.35,16504.950495049503
1589,2,Apartment,505,Thane West,Under Construction,New,83.35,16504.950495049503
1590,1,Apartment,309,Thane West,Under Construction,New,50.97,16495.14563106796
1591,1,Apartment,309,Thane West,Under Construction,New,50.97,16495.14563106796
1592,1,Apartment,318,Thane West,Under Construction,New,43.77,13764.150943396226
1593,1,Apartment,305,Thane West,Under Construction,New,41.99,13767.213114754099
1594,1,Apartment,305,Thane West,Under Construction,New,41.99,13767.213114754099
1595,1,Apartment,317,Thane West,Under Construction,New,43.64,13766.561514195584
1596,1,Apartment,317,Thane West,Under Construction,New,43.64,13766.561514195584
1600,1,Apartment,600,Bhandup West,Ready to move,Resale,75.0,12500.0
1601,2,Apartment,900,Bhandup West,Ready to move,Resale,160.0,17777.777777777777
1603,2,Apartment,800,Thane West,Ready to move,Resale,78.0,9750.0
1608,1,Apartment,594,Kandivali East,Ready to move,New,112.99999999999999,19023.56902356902
1609,2,Apartment,640,Kharghar,Under Construction,New,99.78,15590.625
1610,2,Apartment,640,Kharghar,Under Construction,New,99.78,15590.625
